parameter file: /home/dodo/projects/aDNA_Comparative_Analysis/notebooks/par.smartpca
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.geno
snpname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.snp
indivname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.ind
evecoutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.evec
evaloutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.eval
numoutevec: 10
## smartpca version: 18140
norm used

lsqproject used
snps deleted (nodata): 0.  deletesnpoutname: for detailsnumber of samples used: 50 number of snps used: 50
number of pops for axes: 37
Using 31 threads, and partial sum lookup algorithm.
 snp           rs59986066 ignored . allelecnt:     0  missing:    48
 snp           rs11260588 ignored . allelecnt:     0  missing:    37
 snp            rs7540009 ignored . allelecnt:     0  missing:    33
 snp           rs11807848 ignored . allelecnt:     0  missing:    44
 snp            rs9442380 ignored . allelecnt:     0  missing:    41
 snp            rs6670693 ignored . allelecnt:     0  missing:    38
 snp            rs9659213 ignored . allelecnt:     0  missing:    44
 snp            rs3813199 ignored . allelecnt:     0  missing:    33
 snp          rs113791678 ignored . allelecnt:     0  missing:    32
 snp            rs3766186 ignored . allelecnt:     0  missing:    44
total number of snps killed in pass: 10  used: 40
REMOVED outlier I24542_d iter 1 evec 4 sigmage 6.349 pop: Belize_4600BP
number of samples after outlier removal: 49
total number of snps killed in pass: 12  used: 38
mpstats:     0.054    0.582    1.664    2.768760

## Tracy-Widom statistics: rows: 49  cols: 40
  #N    eigenvalue  difference    twstat      p-value effect. n
   1      7.264190          NA     0.929    0.0535703    21.053
   2      5.848048   -1.416142     0.474    0.0971147    22.363
   3      4.773682   -1.074366    -0.070     0.181064    23.337
   4      4.580391   -0.193291     1.580    0.0205602    23.869
   5      3.486352   -1.094039     0.604    0.0825144    26.634
   6      2.559019   -0.927334    -1.539     0.586066    28.312
   7      2.186687   -0.372332    -2.278     0.798747    27.787
   8      2.061576   -0.125110    -1.920     0.702669    26.660
   9      1.921382   -0.140194    -1.579     0.598834    25.761
  10      1.742510   -0.178872    -1.445     0.556327    25.113
  11      1.429560   -0.312950    -2.436     0.835079    24.564
  12      1.332811   -0.096749    -2.197     0.778609    23.161
  13      1.206236   -0.126575    -2.191     0.776979    21.881
  14      1.036546   -0.169691    -2.674     0.881964    20.554
  15      0.976855   -0.059690    -2.340     0.813605    18.842
  16      0.918133   -0.058723    -1.915      0.70133    17.295
  17      0.842040   -0.076093    -1.541     0.586723    16.003
  18      0.777438   -0.064601    -0.891      0.38361    14.970
  19      0.644733   -0.132705    -0.824     0.363907    14.601
  20      0.518529   -0.126204    -0.933     0.396105    14.314
  21      0.412837   -0.105693    -1.140     0.459518    13.863
  22      0.326762   -0.086075    -1.448     0.557367    13.095
  23      0.290295   -0.036467    -0.959      0.40394    11.881
  24      0.257462   -0.032833    -0.014      0.17069    11.227
  25      0.157998   -0.099464    -0.785     0.352845    12.936
  26      0.113996   -0.044002    -1.272      0.50104    12.676
  27      0.105523   -0.008473    -0.278     0.223849    11.402
  28      0.066490   -0.039032    -0.816     0.361621    12.779
  29      0.049670   -0.016820    -0.836     0.367545    12.460
  30      0.037171   -0.012499        NA           NA        NA
  31      0.025611   -0.011560        NA           NA        NA
  32      0.019201   -0.006410        NA           NA        NA
  33      0.013465   -0.005736        NA           NA        NA
  34      0.007962   -0.005503        NA           NA        NA
  35      0.004220   -0.003742        NA           NA        NA
  36      0.002965   -0.001256        NA           NA        NA
  37      0.001422   -0.001542        NA           NA        NA
  38      0.000231   -0.001191        NA           NA        NA
    kurtosis           snps    indivs
popdifference:  Israel_MLBA_o_brother.I2200  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200       Montenegro_MLBA         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200              Turkey_N         0.000             1       1       1
popdifference:     Israel_Natufian_d       Israel_Natufian         0.000             1       1       1
popdifference:     Israel_Natufian_d  Israel_Natufian_contam         0.000             1       1       1
popdifference:     Israel_Natufian_d           Jordan_PPNB         0.000             1       1       7
popdifference:     Israel_Natufian_d    Jordan_PPNB_contam         0.000             1       1       2
popdifference:     Israel_Natufian_d        Jordan_PPNB_lc         0.000             1       1       1
popdifference:     Israel_Natufian_d           Jordan_PPNC         0.000             1       1       3
popdifference:     Israel_Natufian_d  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:     Israel_Natufian_d  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:     Israel_Natufian_d  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:     Israel_Natufian_d       Montenegro_MLBA         0.000             1       1       1
popdifference:     Israel_Natufian_d  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:     Israel_Natufian_d  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:     Israel_Natufian_d              Turkey_N         0.000             1       1       1
popdifference:       Israel_Natufian  Israel_Natufian_contam         0.000             1       1       1
popdifference:       Israel_Natufian           Jordan_PPNB         0.000             1       1       7
popdifference:       Israel_Natufian    Jordan_PPNB_contam         0.000             1       1       2
popdifference:       Israel_Natufian        Jordan_PPNB_lc         0.000             1       1       1
popdifference:       Israel_Natufian           Jordan_PPNC         0.000             1       1       3
popdifference:       Israel_Natufian  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:       Israel_Natufian  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:       Israel_Natufian  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:       Israel_Natufian       Montenegro_MLBA         0.000             1       1       1
popdifference:       Israel_Natufian  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:       Israel_Natufian  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:       Israel_Natufian              Turkey_N         0.000             1       1       1
popdifference:  Israel_Natufian_contam           Jordan_PPNB         0.000             1       1       7
popdifference:  Israel_Natufian_contam    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Israel_Natufian_contam        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Israel_Natufian_contam           Jordan_PPNC         0.000             1       1       3
popdifference:  Israel_Natufian_contam  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  Israel_Natufian_contam  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Israel_Natufian_contam  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Israel_Natufian_contam       Montenegro_MLBA         0.000             1       1       1
popdifference:  Israel_Natufian_contam  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Israel_Natufian_contam  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Israel_Natufian_contam              Turkey_N         0.000             1       1       1
popdifference:           Jordan_PPNB    Jordan_PPNB_contam        11.354      0.330646       7       2
popdifference:           Jordan_PPNB        Jordan_PPNB_lc         0.000             1       7       1
popdifference:           Jordan_PPNB           Jordan_PPNC        14.972      0.133086       7       3
popdifference:           Jordan_PPNB  Jordan_PPNC_1d.rel.I1699         0.000             1       7       1
popdifference:           Jordan_PPNB  Malawi_Fingira_LSA_6000BP         0.000             1       7       1
popdifference:           Jordan_PPNB  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       7       1
popdifference:           Jordan_PPNB       Montenegro_MLBA         0.000             1       7       1
popdifference:           Jordan_PPNB  Russia_Samara_EBA_Yamnaya         0.000             1       7       1
popdifference:           Jordan_PPNB  Russia_Uelen_OldBeringSea         0.000             1       7       1
popdifference:           Jordan_PPNB              Turkey_N         0.000             1       7       1
popdifference:    Jordan_PPNB_contam        Jordan_PPNB_lc         0.000             1       2       1
popdifference:    Jordan_PPNB_contam           Jordan_PPNC        16.316     0.0909389       2       3
popdifference:    Jordan_PPNB_contam  Jordan_PPNC_1d.rel.I1699         0.000             1       2       1
popdifference:    Jordan_PPNB_contam  Malawi_Fingira_LSA_6000BP         0.000             1       2       1
popdifference:    Jordan_PPNB_contam  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       2       1
popdifference:    Jordan_PPNB_contam       Montenegro_MLBA         0.000             1       2       1
popdifference:    Jordan_PPNB_contam  Russia_Samara_EBA_Yamnaya         0.000             1       2       1
popdifference:    Jordan_PPNB_contam  Russia_Uelen_OldBeringSea         0.000             1       2       1
popdifference:    Jordan_PPNB_contam              Turkey_N         0.000             1       2       1
popdifference:        Jordan_PPNB_lc           Jordan_PPNC         0.000             1       1       3
popdifference:        Jordan_PPNB_lc  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:        Jordan_PPNB_lc  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:        Jordan_PPNB_lc  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:        Jordan_PPNB_lc       Montenegro_MLBA         0.000             1       1       1
popdifference:        Jordan_PPNB_lc  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:        Jordan_PPNB_lc  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:        Jordan_PPNB_lc              Turkey_N         0.000             1       1       1
popdifference:           Jordan_PPNC  Jordan_PPNC_1d.rel.I1699         0.000             1       3       1
popdifference:           Jordan_PPNC  Malawi_Fingira_LSA_6000BP         0.000             1       3       1
popdifference:           Jordan_PPNC  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       3       1
popdifference:           Jordan_PPNC       Montenegro_MLBA         0.000             1       3       1
popdifference:           Jordan_PPNC  Russia_Samara_EBA_Yamnaya         0.000             1       3       1
popdifference:           Jordan_PPNC  Russia_Uelen_OldBeringSea         0.000             1       3       1
popdifference:           Jordan_PPNC              Turkey_N         0.000             1       3       1
popdifference:  Jordan_PPNC_1d.rel.I1699  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Jordan_PPNC_1d.rel.I1699  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Jordan_PPNC_1d.rel.I1699       Montenegro_MLBA         0.000             1       1       1
popdifference:  Jordan_PPNC_1d.rel.I1699  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Jordan_PPNC_1d.rel.I1699  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Jordan_PPNC_1d.rel.I1699              Turkey_N         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP       Montenegro_MLBA         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP              Turkey_N         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP_noUDG       Montenegro_MLBA         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP_noUDG  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP_noUDG  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Malawi_Fingira_LSA_6000BP_noUDG              Turkey_N         0.000             1       1       1
popdifference:       Montenegro_MLBA  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:       Montenegro_MLBA  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:       Montenegro_MLBA              Turkey_N         0.000             1       1       1
popdifference:  Russia_Samara_EBA_Yamnaya  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Russia_Samara_EBA_Yamnaya              Turkey_N         0.000             1       1       1
popdifference:  Russia_Uelen_OldBeringSea              Turkey_N         0.000             1       1       1

eigbestsnp    1            rs4970421  1      1108637     2.051
eigbestsnp    1            rs7553429  1      1090557     2.050
eigbestsnp    1            rs9660710  1      1099342     1.776
eigbestsnp    1           rs12726255  1      1049950     1.754
eigbestsnp    1            rs9442373  1      1062638     1.623
eigbestsnp    1            rs4970420  1      1106473     1.585
eigbestsnp    1            rs9442372  1      1018704     1.571
eigbestsnp    1           rs13302957  1       891021     1.393
eigbestsnp    1            rs3094315  1       752566     1.377
eigbestsnp    1            rs9729550  1      1135242     1.317
eigbestsnp    2            rs4970420  1      1106473     2.188
eigbestsnp    2            rs3737728  1      1021415     1.994
eigbestsnp    2            rs3094315  1       752566     1.841
eigbestsnp    2            rs1320565  1      1119858     1.766
eigbestsnp    2            rs2887286  1      1156131     1.732
eigbestsnp    2            rs9442372  1      1018704     1.563
eigbestsnp    2          rs113171913  1       869303     1.559
eigbestsnp    2           rs11260549  1      1121794     1.492
eigbestsnp    2            rs9442398  1      1021695     1.423
eigbestsnp    2           rs12726255  1      1049950     1.275
eigbestsnp    3            rs4970405  1      1048955     2.712
eigbestsnp    3            rs6696609  1       903426     1.983
eigbestsnp    3            rs4970421  1      1108637     1.740
eigbestsnp    3            rs7553429  1      1090557     1.717
eigbestsnp    3            rs6687776  1      1030565     1.638
eigbestsnp    3           rs12145826  1      1066029     1.570
eigbestsnp    3            rs9660710  1      1099342     1.515
eigbestsnp    3            rs4970362  1      1094738     1.472
eigbestsnp    3            rs3934834  1      1005806     1.392
eigbestsnp    3           rs11260603  1      1079198     1.136
eigbestsnp    4           rs12124819  1       776546     2.611
eigbestsnp    4            rs6687776  1      1030565     2.267
eigbestsnp    4            rs3934834  1      1005806     2.232
eigbestsnp    4            rs4075116  1      1003629     2.217
eigbestsnp    4           rs11260603  1      1079198     1.989
eigbestsnp    4             rs950122  1       846864     1.639
eigbestsnp    4            rs2298217  1      1064979     1.366
eigbestsnp    4            rs9442398  1      1021695     1.288
eigbestsnp    4            rs9729550  1      1135242     1.005
eigbestsnp    4           rs12145826  1      1066029     0.912
eigbestsnp    5           rs13302957  1       891021     3.277
eigbestsnp    5            rs9729550  1      1135242     2.129
eigbestsnp    5            rs4970362  1      1094738     1.887
eigbestsnp    5            rs3934834  1      1005806     1.724
eigbestsnp    5            rs3094315  1       752566     1.574
eigbestsnp    5            rs6687776  1      1030565     1.275
eigbestsnp    5            rs3753348  1      1143657     1.221
eigbestsnp    5            rs2298217  1      1064979     1.212
eigbestsnp    5            rs3737728  1      1021415     1.153
eigbestsnp    5            rs2887286  1      1156131     1.105
eigbestsnp    6            rs7419119  1       842013     2.722
eigbestsnp    6           rs13302957  1       891021     2.261
eigbestsnp    6            rs1320565  1      1119858     1.924
eigbestsnp    6           rs28765502  1       832918     1.749
eigbestsnp    6             rs950122  1       846864     1.649
eigbestsnp    6            rs4970421  1      1108637     1.624
eigbestsnp    6           rs11260549  1      1121794     1.552
eigbestsnp    6            rs4970357  1      1077064     1.182
eigbestsnp    6            rs9729550  1      1135242     1.152
eigbestsnp    6            rs2887286  1      1156131     1.084
eigbestsnp    7            rs2887286  1      1156131     3.194
eigbestsnp    7            rs4970357  1      1077064     1.889
eigbestsnp    7            rs3737728  1      1021415     1.794
eigbestsnp    7            rs9442398  1      1021695     1.671
eigbestsnp    7           rs13302957  1       891021     1.661
eigbestsnp    7            rs9651273  1      1031540     1.516
eigbestsnp    7            rs4970405  1      1048955     1.466
eigbestsnp    7            rs1320571  1      1120431     1.404
eigbestsnp    7            rs4970362  1      1094738     1.315
eigbestsnp    7            rs6687776  1      1030565     1.224
eigbestsnp    8            rs4970357  1      1077064     3.037
eigbestsnp    8            rs9442372  1      1018704     2.945
eigbestsnp    8            rs4970405  1      1048955     1.805
eigbestsnp    8            rs2887286  1      1156131     1.383
eigbestsnp    8             rs950122  1       846864     1.270
eigbestsnp    8            rs6696609  1       903426     1.197
eigbestsnp    8          rs147606383  1      1045331     1.184
eigbestsnp    8            rs1320571  1      1120431     1.092
eigbestsnp    8            rs9651273  1      1031540     1.087
eigbestsnp    8            rs2298217  1      1064979     1.042
eigbestsnp    9            rs4970357  1      1077064     2.411
eigbestsnp    9           rs12145826  1      1066029     2.375
eigbestsnp    9          rs147606383  1      1045331     2.210
eigbestsnp    9            rs3753348  1      1143657     1.651
eigbestsnp    9            rs3737728  1      1021415     1.628
eigbestsnp    9            rs4970405  1      1048955     1.392
eigbestsnp    9            rs4075116  1      1003629     1.314
eigbestsnp    9            rs3094315  1       752566     1.198
eigbestsnp    9            rs4970362  1      1094738     1.184
eigbestsnp    9          rs112905931  1       896271     1.087
eigbestsnp   10          rs147606383  1      1045331     4.943
eigbestsnp   10            rs4970405  1      1048955     1.907
eigbestsnp   10           rs12145826  1      1066029     1.513
eigbestsnp   10            rs3934834  1      1005806     1.369
eigbestsnp   10            rs2298217  1      1064979     1.267
eigbestsnp   10            rs3737728  1      1021415     1.105
eigbestsnp   10            rs9729550  1      1135242     0.928
eigbestsnp   10            rs3813200  1      1151300     0.887
eigbestsnp   10               rs8997  1       949654     0.820
